epoch #,Training loss (MSE),Training RMSE,Validation loss (MSE),Validation RMSE
0,0.00290805902360812,0.05313171618790538,0.002095712135390689,0.04296489611819938
1,0.0015598001500396173,0.03848772214288697,0.0014291675103811064,0.03335208214681457
2,0.0011504341768787851,0.032570105218501004,0.0011844260249442111,0.029095626229213342
3,0.0009870681291723475,0.029775888768289193,0.0010607242716273672,0.02685109570760418
4,0.0008944935964084127,0.02818481348179005,0.0009774719841920564,0.025470731969646835
5,0.0008310464584127781,0.027303486510559364,0.0009155520617948949,0.024658302811008913
6,0.0007838417999956607,0.026558593266218164,0.0008674964096658018,0.02393642695689643
7,0.0007681975050083431,0.025988634411291577,0.0008308062832737858,0.02347535146745267
8,0.0007190994318214642,0.025475736500488386,0.0007961091518895786,0.022963268147712504
9,0.0006950470172644904,0.02490075483320304,0.0007727853645283849,0.022673778598093323
10,0.0006894446416908191,0.024826551505858885,0.0007538328052895075,0.02245663044353326
11,0.0006611089088746217,0.024209536547358666,0.0007390991693817476,0.022313087040351495
12,0.0006521159882623455,0.024074912065479123,0.0007253186290822837,0.02212188020348549
13,0.0006395249775205566,0.023817201530169925,0.0007145082038025268,0.021984259649697278
14,0.0006307433078616691,0.02384980205722429,0.0007062868105465357,0.021850112463451095
15,0.0006235878861192715,0.023705299949434436,0.0006982247432461008,0.021744701959606674
16,0.000621846420898815,0.023646774529306976,0.0006912706362695813,0.021659708254177262
17,0.0006280094672592334,0.023643222465007392,0.0006843406344058975,0.02156392169288463
18,0.0006071996588470489,0.023515990423613492,0.0006775159896211268,0.021494136088424258
19,0.0006031119909617521,0.023302790582363987,0.0006735574601474649,0.021408868160236766
20,0.0006008646470698655,0.023306955175221335,0.0006691842126774309,0.021352771859340095
21,0.0005945465655477838,0.023034115166713793,0.000664335584722856,0.021302622725704202
22,0.0005913525342798999,0.023134755459326653,0.0006609532899380645,0.02122159295335964
23,0.0005879979390657456,0.023147495394503628,0.0006584412938671583,0.02117536234220973
