epoch #,Training loss (MSE),Training RMSE,Validation loss (MSE),Validation RMSE
0,0.000640883796964772,0.02391111922264099,0.00047831031439603646,0.018194798126139423
1,0.0004413239249314012,0.02015023510022597,0.0004178185838276422,0.016752271280821525
2,0.00039346048214197667,0.019066752538084982,0.0003814351402318359,0.015951919009288152
3,0.00037257883379722694,0.018540480915795673,0.0003663043858052168,0.01554825243060336
4,0.00036133971815632484,0.018246852724389598,0.0003569910168020711,0.015313366637988523
5,0.0003519876821400513,0.01796587764945897,0.00034894031213325707,0.015129815489053726
6,0.0003437726774983193,0.01780613557181575,0.00034325117257112377,0.015018690786126889
7,0.00034016034430136313,0.01764480099420656,0.00033975132439963726,0.014910728965293277
8,0.0003375861544416032,0.01762697058645162,0.0003357856279685758,0.014837530355787639
9,0.00033267368289472706,0.01747014919668436,0.0003324641603323857,0.014742244530017629
10,0.00032890501583460717,0.017350379449400034,0.00032400195542184963,0.014573107697634083
11,0.00032305979054548183,0.01720095644755797,0.00032312298668936515,0.014548274327746847
12,0.00032114605966754344,0.017157510216940532,0.00031890228212653186,0.014446930333294652
13,0.0003177283731585538,0.017097448869185013,0.00031708996255915597,0.014394257561952778
14,0.0003165230058525181,0.017044131547889925,0.0003160150016827339,0.014368996850468895
15,0.0003128940562283705,0.016955152588134462,0.00030721903766265534,0.014179844265860138
16,0.00030498526083432476,0.016765197256749326,0.0003048115536446196,0.01412970902003122
17,0.0003039378159155604,0.016682434139603918,0.0003035329602172362,0.014097886376195785
18,0.00030241336939930495,0.01670109221136028,0.00029950404072389406,0.014010640950026838
19,0.00029649255736678075,0.016455923251130364,0.0002952937676926729,0.013915043779733505
20,0.00029377222222551195,0.016394151476973838,0.00029348892822092623,0.013867752594365314
21,0.00029292527068702675,0.016421953369947995,0.0002924550238733928,0.013843918368784767
22,0.00029226656309434807,0.016449614910239524,0.00029195848371355997,0.013829392174428159
23,0.00029140542516887017,0.016382926511493597,0.0002908273272926939,0.013802695243308941
24,0.0002901625680758364,0.01633573803441091,0.00028981030036172317,0.013787755083970048
25,0.0002890865692778871,0.01632538426938382,0.0002874921189725159,0.013735801087635936
26,0.00028365974202328783,0.01616054012965072,0.0002805495326890995,0.013564206939755064
27,0.00027811835458586837,0.015974433764138006,0.0002774858485171342,0.013490026472983035
28,0.00027583946972365743,0.015987876409156755,0.00027454357668003383,0.013410171977046765
29,0.0002681989445488646,0.015726895560595124,0.0002669520004002896,0.013230850205502727
30,0.0002648134048583663,0.015609988130629063,0.00026300306252255033,0.013135112371069915
31,0.0002622970116499346,0.015539364105598493,0.00026245700980849284,0.01311717312726559
32,0.0002603013428293211,0.015468410192565485,0.00025931997863429414,0.013058083305191813
33,0.00025836124234642323,0.01542095496505499,0.00025836127088647723,0.013010079492109292
34,0.0002579391107534651,0.015375567053529349,0.00025794077493463357,0.012995720378715884
35,0.000257346472856377,0.015400428437373855,0.00025705710675703647,0.012969401989019278
36,0.0002568941730847159,0.015377506238493053,0.00025685457881605324,0.01296499420916944
37,0.0002566203623983628,0.015373354136266492,0.00025647919958690624,0.012953103672374379
38,0.0002562950584899888,0.015356837227263234,0.0002561446819670505,0.012942729721579588
39,0.0002558923592150677,0.015359317017549818,0.0002555124173307955,0.01292539600113576
40,0.0002553207744812508,0.015307763022455302,0.00025516841162519113,0.012917360940553022
41,0.00025478844966511877,0.015291861359030007,0.00025439333068348017,0.012894870124079964
42,0.0002542292491416447,0.015261428015475923,0.00025409716617077446,0.01288489153270017
43,0.00025350285071181134,0.0152412822896784,0.00025210544411300253,0.012854115250661517
44,0.0002505844118793241,0.015172187798402527,0.000250224854278327,0.012785944253432028
45,0.00024938242555204356,0.015160152133892883,0.0002488023637659243,0.012742689770618171
46,0.00024876915259202097,0.015102954219010744,0.0002485047613139834,0.012736917699150967
47,0.00024800872762253593,0.015084402926266194,0.00024779959301061657,0.012722582969475876
48,0.0002477168602371504,0.01506528142433275,0.000247815982444136,0.012721497216120814
49,0.0002474965046937789,0.01507127451219342,0.00024737996429835085,0.012709106713194739
50,0.0002469817728084639,0.015113491689616983,0.0002469139403580233,0.012699815474563475
51,0.00024650121356932107,0.015049401206049052,0.0002464224297926359,0.01268340348802281
52,0.0002462696110517506,0.01507642680101774,0.0002462093611360284,0.012680391045005032
53,0.0002459401089793325,0.014985260019248181,0.00024527923515658284,0.012655355244536292
54,0.0002447516870505007,0.015032514571466229,0.00024470486209600384,0.012645949491045692
55,0.0002444472670798529,0.014988952133465896,0.0002444365856343101,0.01263526981019161
56,0.00024430746190376917,0.01499202312529087,0.00024421221526195453,0.012627185554892728
57,0.00024357037294116295,0.0149864628396251,0.00024340838680776263,0.012614568119699304
58,0.00024298820427661252,0.01495928631587462,0.00024265831203206979,0.0125920140585213
59,0.00024214259066767144,0.014919078146192161,0.00024205053972488686,0.012571846126494082
60,0.00024195574600228363,0.014912262997844003,0.0002418835981657277,0.012562556024076361
61,0.00024187153109497475,0.014930990479886531,0.00024195353924093952,0.012565498043303237
62,0.0002418049648033709,0.014865910670974038,0.00024175100900251755,0.012559444995201898
63,0.00024169085244118998,0.014930241473019122,0.000241599058539798,0.012553069723036252
64,0.0002410679488755043,0.014859208862212571,0.00024095390832096173,0.01254153281619603
65,0.00024071367024655708,0.014860207770358432,0.00024012418041710395,0.012519821633556576
66,0.00023883136904756115,0.014810966337946329,0.00023772391554468248,0.012457855460092877
67,0.00023757962337483398,0.014785301205109467,0.0002375411935606804,0.012448793055884765
68,0.00023316422082676912,0.014624507156116042,0.00023208151850860414,0.012319822577816067
69,0.00023193935645659538,0.014637437569824132,0.00023182631182090986,0.012310174771330574
70,0.00023175424631600354,0.014564634615047412,0.00023171693820283205,0.012303577620310313
71,0.00023148665677184577,0.01455249256437475,0.00023124014988669923,0.012291970788077875
72,0.00023049669456668198,0.014578764376992528,0.0002296776203850944,0.012252638295405741
73,0.00022809099600470457,0.014499239453537897,0.00022804253175391667,0.012205844447581153
74,0.0002279350659280846,0.01448715888844295,0.00022789586392691215,0.012196417358337026
75,0.00022789555036367595,0.014434766033833677,0.00022800810282591776,0.012198729865591635
76,0.00022785617666985756,0.014501139250668612,0.00022780797182900698,0.012192696628696991
77,0.00022769896100825545,0.014463453141803091,0.00022705380100942972,0.012172728526321324
78,0.00022697013093751263,0.014450992153449492,0.00022704756111290242,0.012171017233508103
79,0.00022684955821817063,0.014421354821121151,0.000226610512018493,0.012159985964271156
80,0.0002265127398317087,0.014426516431976448,0.00022635459247767083,0.012152523165286491
81,0.0002261507959258531,0.01437367135150866,0.00022595624386281777,0.012145048060426206
82,0.0002256562472268177,0.01442072722518986,0.00022466294562863452,0.012113893675533208
83,0.00022443915158510208,0.014323873691260815,0.00022444970551353463,0.01210849737409841
84,0.00022439008139190264,0.014409244939684868,0.00022448659244797786,0.012107565958955974
85,0.00022439880275950682,0.014378437758169391,0.00022437174404992468,0.01210761564247536
86,0.00022429114202333783,0.014378839029507203,0.000224267536847368,0.01210128235658913
87,0.00022422083128053187,0.014357456245544282,0.00022419034178462673,0.012097444528657379
88,0.000223896982170779,0.014380491768094627,0.00022385359610063572,0.012082725338863605
89,0.00022377731759016487,0.014333324941044504,0.00022380264685786891,0.012079572189937939
90,0.00022341164144613272,0.014371341161429883,0.0002234484419976511,0.012076507841773105
91,0.0002231349795554045,0.01433556820181283,0.00022324282749843516,0.012066345254918842
92,0.00022303322224549694,0.01435783302038908,0.00022305192113366722,0.012060762538828634
93,0.00022302876643317922,0.014338734799488025,0.00022306950792082,0.012060849847780032
94,0.00022288070088093676,0.014295850297944113,0.0002228524961141044,0.012055953551422466
95,0.00022271679280675015,0.014288117004389112,0.00022245037820484316,0.012049777503830917
96,0.000222317064961482,0.014336331422356042,0.0002224060045178207,0.012046045914405223
97,0.00022225498873211275,0.01426783221011812,0.0002222776647657597,0.012041571461454485
98,0.00022224726911570708,0.014297226398505948,0.00022223283349100684,0.012039315700531007
99,0.00022222210421353917,0.014307366866957058,0.0002222130354019817,0.012039143321189013
100,0.0002221574624524113,0.01431990471617742,0.00022203971400096745,0.012032072526600325
101,0.00022194958590129814,0.014298533090813593,0.00022205674260476372,0.012034559314788291
102,0.00022149435327314265,0.014282727718353271,0.00022133073280697731,0.012020778747444803
103,0.00022103259050345513,0.014277302107350393,0.00022106774557070105,0.01201261938634244
104,0.00022098730294965206,0.014264902641150084,0.00022076698673007548,0.012006728001164667
105,0.00022074392015135593,0.014211476059122518,0.00022070604665824442,0.012003375133217285
106,0.00022065931727146645,0.014279605765911666,0.00022060228542503671,0.012000062642901233
107,0.00022035217720919967,0.014262796818532727,0.00022033339648866484,0.011991186143661087
108,0.00022027174238941038,0.014196749802340161,0.00022027462930605961,0.011987676063383168
109,0.0002189703873895765,0.014177551004019651,0.00021763799997422735,0.0119133280149915
110,0.0002176062562661669,0.014165016996589574,0.00021757942048983143,0.011909814869815653
111,0.00021756017660267058,0.014129721781746908,0.0002175405436785447,0.01190882209688425
112,0.00021751992351544852,0.014154554714533417,0.0002175426045847196,0.01190858401527459
113,0.00021745126814824868,0.01413564047826962,0.0002174202278321459,0.011903477307183273
114,0.00021743352431539362,0.01416809032349424,0.00021745705660467855,0.011906235705722462
115,0.0002173248702443247,0.014192423715510152,0.00021714726797103084,0.011898498881156697
116,0.0002167064843260133,0.014128654674034227,0.0002166694365752681,0.01188117200960264
117,0.0002166122978537301,0.014112756040285935,0.00021656538203938962,0.01187863488258286
118,0.000216536854531362,0.014111798481507735,0.00021651455716864527,0.011877408918896408
119,0.0002164714686382054,0.01407194687290625,0.0002163808947201081,0.01187250531137441
120,0.00021639342129029418,0.014050772415643389,0.000216364149892439,0.011871718540223258
121,0.00021620714859454894,0.0140866973772645,0.00021624290766560466,0.011870850393492165
122,0.00021623636174163865,0.014091284606944431,0.0002171221834043646,0.011935418696340287
123,0.0002161159211325205,0.0140760824510997,0.0002159832541545973,0.011860708778893406
124,0.00021598970179382543,0.014086677287112583,0.00021608376892386745,0.01186877543445338
125,0.00021592999960623935,0.014101970062337139,0.00021586815651420638,0.011856947037193812
126,0.00021588577888906002,0.014100143633105537,0.00021588767350046758,0.01185808954534657
127,0.0002159125977777876,0.014111999267881568,0.00021586777759390922,0.011857336678852637
128,0.00021581121593904258,0.014110404769805344,0.00021579775961458146,0.011857729684561492
129,0.00021563604384639554,0.01404704135927287,0.0002156065863588689,0.011852424679832024
130,0.0002155972138332965,0.014074278152124448,0.00021557638165728405,0.011852255895959608
131,0.00021553711079865356,0.014116546101190827,0.00021554925580472408,0.011850804546001282
132,0.00021556100005347452,0.014069153812798586,0.00021556668489155885,0.011851958054484742
133,0.00021553307653150776,0.014101545919748869,0.00021553098189046565,0.011849459787322717
134,0.0002155220036061523,0.014073889775032346,0.0002156125354618284,0.011852316604080525
135,0.00021547556719319388,0.014056269111958416,0.0002154842840321759,0.011848330327845885
136,0.00021526166292129678,0.014079892841252413,0.00021514943737422458,0.011840762556389425
137,0.00021516369127890688,0.014101132589985023,0.00021511177184562036,0.011839053057359926
138,0.0002151083865663333,0.014052702115340666,0.00021511401178444926,0.011838570477610284
139,0.00021494476732120596,0.014051609081300822,0.00021476821053180504,0.011837052271673174
140,0.00021465319792994043,0.014044007308103821,0.00021446674522601164,0.011819842530583793
141,0.00021447993983747437,0.0140260416127064,0.0002145488807609857,0.0118222457074532
142,0.0002144521991986866,0.014041789285838603,0.00021441340702508708,0.01181850969057643
143,0.00021443935417549007,0.014055719093165614,0.00021446314323949275,0.011820158002277216
144,0.00021439955299402673,0.014053243976086378,0.00021455648163806252,0.01182338610855919
145,0.0002143633245934986,0.014059414522891694,0.00021430186297286788,0.011812987314593612
146,0.00021429429276296021,0.014048526851968331,0.00021431576820925163,0.011813294531946832
147,0.00021428165550407192,0.014021691971204498,0.00021424800536227518,0.01181122839225061
148,0.00021428583430480847,0.014020731670273975,0.0002143173350900311,0.011813717172904447
149,0.00021410606655196965,0.014041024819693783,0.00021399638147572247,0.011803784557251316
150,0.00021360715427065521,0.014028275633400136,0.00021338681246340982,0.011792944588444449
151,0.0002133651204904626,0.013989884223450313,0.0002133901014051596,0.01179278059326338
152,0.0002133457123815209,0.014032535434446552,0.00021331221021737842,0.011787323421149543
153,0.00021334515933465974,0.013994541981003502,0.00021330142489398097,0.011786533060737632
154,0.00021332230702285994,0.014040041381662541,0.00021329304223840925,0.011786152724966859
155,0.00021330091545876878,0.014008315333588556,0.00021328231570530052,0.011786393146736152
156,0.00021328584296861664,0.013981578555296768,0.0002132658190081808,0.01178551005876877
157,0.00019942166869772005,0.013557165805589069,0.00019691926982583633,0.011368590076312874
158,0.00019682229719050653,0.013440065936608748,0.00019677457271510238,0.01136220157372229
159,0.00019655216180200857,0.013438854305581612,0.00019652881241971485,0.011352297139890267
160,0.00019647152176846495,0.013441228220408613,0.00019640918631701039,0.011349206752510685
161,0.0001964287785601548,0.013424397066912867,0.0001964199273237627,0.011351816367470857
162,0.00019639966362261805,0.013438976488330147,0.000196392489266476,0.011347972184532519
163,0.00019638232361467089,0.01341884639791467,0.00019641869628409921,0.011348072850342953
164,0.00019639103137755723,0.013443907803093845,0.00019637964719412126,0.011347828696510106
165,0.00019638239362658087,0.013463864116506142,0.00019661432084776056,0.011366525045172734
166,0.00019632592231606726,0.013456810899417509,0.00019633082867695714,0.011345198514560858
167,0.0001963218507272276,0.01342030334811319,0.00019654676225234818,0.011360866026106206
168,0.0001963542314995059,0.013498091984540224,0.00019630174888251613,0.011343938700403228
