epoch #,Training loss,Validation loss,epoch_time (seconds)
0,0.005333952786082901,0.0033300078522911594,195
1,0.002613051969830583,0.002236951387304431,195
2,0.001808969093395806,0.001655730822196362,190
3,0.0013088170477620713,0.001299579573845355,198
4,0.001010888160388099,0.0011070037948202691,189
5,0.0008536610103257727,0.0010124336260431393,196
6,0.0007751093385173235,0.000963811266160159,189
7,0.0007334171527451495,0.000933736132072096,187
8,0.0007069628549421706,0.0009102575550270842,188
9,0.0006849687422693866,0.0008883513015124026,191
10,0.0006634881873842238,0.0008681227814069573,213
11,0.000643097137089637,0.0008505958310787447,197
12,0.0006241985278703817,0.0008346358225999892,186
13,0.0006053775891366347,0.0008184064542749919,185
14,0.0005869356583145152,0.0008028194239147823,182
15,0.0005686155862243073,0.0007877367587490626,181
16,0.0005502180817321215,0.0007735905804743999,190
17,0.0005322363447375232,0.0007596334306412075,197
18,0.0005155184882602132,0.0007458656152123386,194
19,0.0004999175385526586,0.0007328401276188199,198
20,0.00048507436786255823,0.0007206489793478879,192
21,0.00047102844126795123,0.0007089866858040628,193
22,0.00045771716085898624,0.0006981811821762211,187
23,0.0004450821005114604,0.0006878067023436629,188
24,0.0004330312840572399,0.0006781526831204392,186
25,0.00042147344892571974,0.000668658252872991,192
26,0.0004103074500780189,0.0006596402896818282,187
27,0.0003994301569409578,0.0006506424416284399,188
28,0.00038884562454413534,0.0006417693164961577,183
29,0.0003784867570019986,0.0006334398224391547,192
30,0.00036829302746166543,0.0006253116607214922,179
31,0.0003583596111275256,0.0006178932023710591,178
32,0.0003487203531137599,0.0006103607136416894,178
33,0.0003392817198423805,0.0006033604178672195,177
34,0.00033002135542607524,0.0005960751394747383,177
35,0.0003209148163100841,0.0005888686533799737,180
36,0.00031194348728693115,0.000581731362295189,181
37,0.0003031026447055543,0.0005747656979507259,182
38,0.00029438407432923956,0.0005677317076621685,182
39,0.0002857660294067478,0.0005608134490550656,183
40,0.0002772736751258646,0.0005539406311773614,183
41,0.0002689251358473174,0.0005477358936255334,183
42,0.0002607319145690559,0.0005412121504632369,182
43,0.00025272072176449003,0.0005351732135535224,184
44,0.00024488249373417803,0.0005290393908728783,182
45,0.00023721594925651826,0.0005235327384130387,183
46,0.00022971868104721625,0.00051801248299341,182
47,0.00022238835133044275,0.0005126698704938224,183
48,0.00021520836388113021,0.000507701691419551,183
49,0.0002081874848865881,0.0005025275285561533,183
50,0.00020132207666614615,0.0004973350008223117,183
51,0.00019463381153622233,0.0004920450333488536,183
52,0.00018814211474197759,0.0004876108507795649,184
53,0.000181819257218527,0.0004830442754463996,183
54,0.00017565589863806962,0.00047884181794399935,183
55,0.00016965066089874088,0.0004745239702076971,184
56,0.0001637944809541606,0.00047054793906181516,189
57,0.00015808125253675916,0.0004671977535129275,180
58,0.00015249003453191552,0.00046276426864420373,188
59,0.00014702834907305857,0.00045892898333045026,202
60,0.0001416983762926354,0.00045537425176622325,194
61,0.00013651241470985796,0.0004513969794280238,190
62,0.0001314855995162095,0.0004488517387632188,193
63,0.00012660271512264976,0.0004449004579895769,183
64,0.00012186856589723015,0.0004426411685248684,179
65,0.00011728506124288797,0.00043851592228225447,184
66,0.0001128535379411471,0.00043556808456983204,182
67,0.0001085673754739507,0.00043219987746122084,183
68,0.00010443124002294342,0.0004304354855835727,183
69,0.000100432645810609,0.00042730701004556104,187
70,9.657759259159608e-05,0.0004243745679098662,183
71,9.285731224780449e-05,0.0004222035676346887,183
72,8.928421605804299e-05,0.00042031095809822117,183
73,8.586848655817804e-05,0.0004172217759620971,182
74,8.259981225398029e-05,0.00041534837662481945,185
75,7.945711128896374e-05,0.00041292921968879827,181
76,7.643431391021827e-05,0.00041063712013837683,183
77,7.351872574384665e-05,0.0004094380488196757,179
78,7.070733401100947e-05,0.000407692471738636,189
79,6.799876192306373e-05,0.0004054801208095258,180
80,6.540708643492175e-05,0.00040403768508529724,181
81,6.294606582520007e-05,0.0004022364700548368,181
82,6.05914116838504e-05,0.00040037781469271405,180
83,5.8327386959274186e-05,0.0003988462149929523,177
84,5.613876168087988e-05,0.00039793419243757164,267
85,5.402272844704141e-05,0.0003961834592687607,181
86,5.196512689197822e-05,0.00039522918612644475,182
87,4.990158023358118e-05,0.0003930641726198298,182
88,4.7894751890164956e-05,0.00039224274582474187,181
89,4.600446989260069e-05,0.0003902247271529355,183
90,4.420177951432401e-05,0.00038979638835504125,181
91,4.249798891733673e-05,0.0003878947579372702,182
92,4.088337417115548e-05,0.0003873975819689819,182
93,3.9338745487706236e-05,0.0003860983658486885,181
94,3.7858905618521955e-05,0.0003859275165294558,182
95,3.643148149599367e-05,0.00038478118540825364,181
96,3.506168387702484e-05,0.00038313553139649495,181
97,3.374529695819791e-05,0.000382454245207549,181
98,3.2474115109724196e-05,0.00038173008692121246,183
99,3.124918858769134e-05,0.00038057043939155704,181
100,3.006117649109489e-05,0.00038012264858220887,181
101,2.891814449934073e-05,0.0003784706456097885,180
102,2.781457007719238e-05,0.00037759074485143343,182
103,2.6762926036764573e-05,0.00037734029717055475,181
104,2.575951173905817e-05,0.00037668152037042846,182
