epoch #,Training loss,Validation loss
265,6.494769616159645e-07,7.293281879644897e-07
266,6.477610822965416e-07,7.26636577213928e-07
267,6.46504912582213e-07,7.285710975797901e-07
268,6.45261151213381e-07,7.310244967517237e-07
269,6.438052583573238e-07,7.28359898784645e-07
270,6.429490784641051e-07,7.185124723607402e-07
271,6.409856375951274e-07,7.26830028528327e-07
272,6.392474094703831e-07,7.153267831023562e-07
273,6.383467898329456e-07,7.136365762957999e-07
274,6.373918461739135e-07,7.159092964974987e-07
275,6.356446940730546e-07,7.152659106673566e-07
276,6.339283747238792e-07,7.102178201899406e-07
277,6.328571693965097e-07,7.203814549106014e-07
278,6.317160634525792e-07,7.134456380502236e-07
279,6.300688102673889e-07,7.047495627761389e-07
280,6.290230031524071e-07,7.070142220016619e-07
281,6.275608204618912e-07,7.009901533719452e-07
282,6.260745513200234e-07,7.051645322519748e-07
283,6.252339799245892e-07,7.026615659046123e-07
284,6.237017290395882e-07,7.057367780982906e-07
285,6.22774049423087e-07,6.981877383205068e-07
286,6.212640229047913e-07,6.992679869077295e-07
287,6.201524751420863e-07,7.122031932215502e-07
288,6.190614959281405e-07,6.986908339035295e-07
289,6.177119265719584e-07,6.894020534845325e-07
290,6.16702809284036e-07,7.001089387657502e-07
291,6.15071727214283e-07,6.898458672831642e-07
292,6.142013066786349e-07,6.938880529502286e-07
293,6.127379270155377e-07,6.880047727210878e-07
294,6.117859753473123e-07,6.849303813966219e-07
295,6.104318953116173e-07,6.841317262138074e-07
296,6.089614750843504e-07,6.878679161549564e-07
297,6.081842963949878e-07,6.817762390041326e-07
298,6.066247951715669e-07,6.837234349107151e-07
299,6.061908237377567e-07,6.797990340624999e-07
300,6.045542072341106e-07,6.774244729465464e-07
301,6.038606946103825e-07,6.796486255776082e-07
302,6.023308224682346e-07,6.754602061921278e-07
303,6.014751363636606e-07,6.731770254949101e-07
304,6.003830751418465e-07,6.714574467674376e-07
305,5.989371121260294e-07,6.767524768496645e-07
306,5.98158095763845e-07,6.717123624046154e-07
307,5.972346282446814e-07,6.690537795295787e-07
308,5.957185615182588e-07,6.668532693663454e-07
309,5.946486899842579e-07,6.72802873714422e-07
310,5.937688311497163e-07,6.708910815783232e-07
311,5.926264604617485e-07,6.638038755289055e-07
312,5.915590154366984e-07,6.637539326341244e-07
313,5.906086848634625e-07,6.63324331586882e-07
314,5.892461843785888e-07,6.685549425686931e-07
315,5.883021018665084e-07,6.597539938203625e-07
316,5.874782286880436e-07,6.596824518991382e-07
317,5.859468322609767e-07,6.578810723745221e-07
318,5.845880098757884e-07,6.543393992085408e-07
319,5.84082428006223e-07,6.524380367448132e-07
320,5.82987017385098e-07,6.511764651122524e-07
321,5.81898960209302e-07,6.486428392679849e-07
322,5.805988696562589e-07,6.540821300135751e-07
323,5.798195463175803e-07,6.535518295444051e-07
324,5.787048004736267e-07,6.498823771030202e-07
325,5.776391910723915e-07,6.447410361970366e-07
326,5.766140631305123e-07,6.436992508606153e-07
327,5.755012388805366e-07,6.462294315467707e-07
328,5.750617833787463e-07,6.417361397284356e-07
329,5.733830486998307e-07,6.466732422405216e-07
330,5.726149054261223e-07,6.541898322911948e-07
331,5.718181254955438e-07,6.477170743935674e-07
332,5.705090539246763e-07,6.423113440442028e-07
333,5.699378985226329e-07,6.416492963065761e-07
334,5.692431302101562e-07,6.496578095560331e-07
335,5.67767874634919e-07,6.414667618179538e-07
336,5.668561716544527e-07,6.347262049495046e-07
337,5.659080675586172e-07,6.409120071472646e-07
338,5.648427848748464e-07,6.359042603663201e-07
339,5.639445192159197e-07,6.311111351538256e-07
340,5.632191388496383e-07,6.301386979745951e-07
341,5.62016991732558e-07,6.276813937666769e-07
342,5.61570042086961e-07,6.365663661151007e-07
343,5.605028020507361e-07,6.298182165895606e-07
344,5.591763679880627e-07,6.310932488104502e-07
345,5.583633563531315e-07,6.23732628215829e-07
346,5.578040149744048e-07,6.383201016429586e-07
347,5.565401024373281e-07,6.257965203205942e-07
348,5.555816981597686e-07,6.268300239691478e-07
349,5.551250871599399e-07,6.208589674223328e-07
350,5.543733734409336e-07,6.254474244593319e-07
351,5.529278376540837e-07,6.187664933898515e-07
352,5.524333356023739e-07,6.194983501019061e-07
353,5.515656177069047e-07,6.141229139315608e-07
354,5.504080004462848e-07,6.258685444319301e-07
355,5.494680031253045e-07,6.131530251922133e-07
356,5.488192027416883e-07,6.137238481307428e-07
357,5.476185395242606e-07,6.107072162980399e-07
358,5.470360733173835e-07,6.137028676201323e-07
359,5.46531299020948e-07,6.102057198820693e-07
360,5.455271140673254e-07,6.081184007239836e-07
361,5.445289198812747e-07,6.063761655954665e-07
362,5.4309410238373e-07,6.085082822350388e-07
363,5.420587724582347e-07,6.100083156690352e-07
364,5.412618991766617e-07,6.045301727463816e-07
365,5.403045014021658e-07,6.019589638623975e-07
366,5.395015747811955e-07,6.015183581165815e-07
367,5.384750552992031e-07,6.199545731374832e-07
368,5.375353085739772e-07,6.076932887689141e-07
369,5.367373695223652e-07,5.992291591706091e-07
370,5.358220217110363e-07,6.02338079256256e-07
371,5.352263559555559e-07,6.016993873756065e-07
372,5.343557885523768e-07,5.986379143401888e-07
373,5.330940756352867e-07,5.962587121208423e-07
374,5.324253673203809e-07,5.983857089400847e-07
375,5.317669725167604e-07,5.94500716799691e-07
376,5.310209828419039e-07,5.942074475623726e-07
377,5.299780453060873e-07,5.987950626163638e-07
378,5.29211566244644e-07,5.959913018803152e-07
379,5.282713037645373e-07,5.922501431257886e-07
380,5.276897014894974e-07,5.881978848584445e-07
381,5.266937252543343e-07,5.846641067571686e-07
382,5.260732303155279e-07,5.869467761979099e-07
383,5.252408512685299e-07,5.886771985387926e-07
384,5.238616006144459e-07,5.870235977062055e-07
385,5.234906914017139e-07,5.836396371955948e-07
386,5.22771475572014e-07,5.82697777591139e-07
387,5.217760742485454e-07,5.831516511999907e-07
388,5.213215602420966e-07,5.819938197083906e-07
389,5.204454462872413e-07,5.804348227547653e-07
390,5.19463717744854e-07,5.784384837681382e-07
391,5.187019081279143e-07,5.764919726557022e-07
392,5.182613865256001e-07,5.78068181820183e-07
393,5.175790079633312e-07,5.795695930527168e-07
394,5.165285930282809e-07,5.789501875186343e-07
395,5.159258205895999e-07,5.750242242577844e-07
396,5.151777081435341e-07,5.750500927615382e-07
397,5.142026038203217e-07,5.749271672784381e-07
398,5.135146529946441e-07,5.751402003130941e-07
399,5.131410652230732e-07,5.716530077274635e-07
400,5.123261866784144e-07,5.705881083400589e-07
401,5.116394181517845e-07,5.782049886497429e-07
402,5.106936202683621e-07,5.68166438094459e-07
403,5.101836159367447e-07,5.685108034375478e-07
404,5.095533353152521e-07,5.715249710269387e-07
405,5.090303969026105e-07,5.74862109370411e-07
406,5.078656590563879e-07,5.682994031083937e-07
407,5.07241168311656e-07,5.640330149357373e-07
408,5.066017232091031e-07,5.663763029900958e-07
409,5.060911415642668e-07,5.665082712403769e-07
410,5.054086758861537e-07,5.613632706358155e-07
411,5.046222425594245e-07,5.62081732958913e-07
412,5.038631604791998e-07,5.625589176442834e-07
413,5.03429522174263e-07,5.585597267582103e-07
414,5.026263328177229e-07,5.617270396449894e-07
415,5.020912189854081e-07,5.602654729362035e-07
416,5.010081157355981e-07,5.586077823933921e-07
417,5.00434782151028e-07,5.565479604837767e-07
418,4.997035665874771e-07,5.585337140335487e-07
419,4.994108496835315e-07,5.549055213377516e-07
420,4.985369153433045e-07,5.553530912488586e-07
421,4.980760110790238e-07,5.580193811624879e-07
422,4.9725692140645e-07,5.52099138417999e-07
423,4.967049531258933e-07,5.528757886207483e-07
424,4.961811367468183e-07,5.609310528264985e-07
425,4.95025304325486e-07,5.563309122834338e-07
426,4.944865408592598e-07,5.492644805743389e-07
427,4.941123663225993e-07,5.526359149039204e-07
428,4.93651952586178e-07,5.510752075619396e-07
429,4.928567974740534e-07,5.501123250528941e-07
430,4.920609711689395e-07,5.470443024843545e-07
431,4.916949536408531e-07,5.467962717992975e-07
432,4.908817091241632e-07,5.453844561911587e-07
433,4.907439609078845e-07,5.546103393684125e-07
434,4.896534049350535e-07,5.484848022801613e-07
435,4.893317593797299e-07,5.466875740584376e-07
436,4.881850087741448e-07,5.45728920013418e-07
437,4.877828982969294e-07,5.441538759252413e-07
438,4.874682116539496e-07,5.48889430028902e-07
439,4.862872785007883e-07,5.452403852665723e-07
440,4.858490820366611e-07,5.454775483503177e-07
441,4.858607614644564e-07,5.384251409382485e-07
442,4.844261488455753e-07,5.41979044614671e-07
443,4.837827564963585e-07,5.384986081247898e-07
444,4.83509234491313e-07,5.420170939159635e-07
445,4.830058949183631e-07,5.408491955911759e-07
446,4.82410748795454e-07,5.415932560200789e-07
447,4.81794272421973e-07,5.348735981602274e-07
448,4.810440770832203e-07,5.381538376801512e-07
449,4.808087130077043e-07,5.341226212096812e-07
450,4.796397227229424e-07,5.331069755432588e-07
451,4.793472461917486e-07,5.337770746113212e-07
452,4.79003715942196e-07,5.346248566758489e-07
453,4.781589991853605e-07,5.292175775152192e-07
454,4.778523978357114e-07,5.329784244244961e-07
455,4.76950372315112e-07,5.332519434287987e-07
456,4.768538870450371e-07,5.339972049551586e-07
457,4.762381372317979e-07,5.304252560178625e-07
458,4.757171524040816e-07,5.271589013807817e-07
459,4.74776270705259e-07,5.280935996178768e-07
460,4.7425935868647167e-07,5.267718597197668e-07
461,4.7363203533282917e-07,5.288819865136228e-07
462,4.7331832362057986e-07,5.271471191323692e-07
463,4.7243824166460316e-07,5.270246606074754e-07
464,4.720638693216579e-07,5.261126066140514e-07
465,4.715891374110279e-07,5.257682766918052e-07
466,4.7073001827240743e-07,5.241682821156834e-07
467,4.7055183404947543e-07,5.280098667910355e-07
468,4.695825568596986e-07,5.229868661551449e-07
469,4.691146208882461e-07,5.255360667966681e-07
470,4.68652351941266e-07,5.181211052158405e-07
471,4.676114329637243e-07,5.25466464798567e-07
472,4.67661528319667e-07,5.190900845457199e-07
473,4.673749179632026e-07,5.171771456889838e-07
474,4.661023018394373e-07,5.163741354775665e-07
475,4.660720949602343e-07,5.178768259622265e-07
476,4.6543742765719825e-07,5.17115260191322e-07
477,4.64686309273859e-07,5.145378780020674e-07
478,4.641481129859786e-07,5.167781112001481e-07
479,4.6398539548276895e-07,5.180481712844757e-07
480,4.631541301922309e-07,5.144696916011451e-07
481,4.628780953335222e-07,5.146629516017465e-07
482,4.6194440086810924e-07,5.127132236588491e-07
483,4.6167671558056425e-07,5.172288863073231e-07
484,4.616569953867831e-07,5.115009610984795e-07
485,4.6048220379047995e-07,5.111387206597311e-07
486,4.6004060141410805e-07,5.166521070329735e-07
487,4.5991375270307255e-07,5.083723784074887e-07
488,4.5871732418815604e-07,5.071192365878018e-07
489,4.5876669604635123e-07,5.120578693048414e-07
490,4.5815839128888123e-07,5.070937782062534e-07
491,4.5745967244692317e-07,5.071291975851748e-07
492,4.569866191136392e-07,5.061768849329983e-07
493,4.563694082262443e-07,5.045886255533722e-07
494,4.559354584942821e-07,5.054481730978771e-07
495,4.5566137774927456e-07,5.070843301793278e-07
496,4.552976788157724e-07,5.191815140889923e-07
497,4.5430359365980605e-07,5.052691233047766e-07
498,4.540628137063802e-07,5.03389080013145e-07
499,4.5369565624742236e-07,5.034075109708725e-07
