epoch #,Training loss,Validation loss,epoch_time (seconds)
0,0.30963189096161814,0.30999781868674536,31
1,0.30666071065266925,0.3104869027571245,26
2,0.30405908919825697,0.3079635776172985,35
3,0.30135711300011836,0.30478159470991656,41
4,0.2974188417376894,0.2998018420826305,35
5,0.29160342638420333,0.293165469603105,36
6,0.28488738412568065,0.28683921467174184,36
7,0.2798332565770005,0.28285999038002707,37
8,0.27689939880371095,0.280799557945945,33
9,0.2754869678381718,0.2797846698760986,35
10,0.2746202092026219,0.27897608236833055,34
11,0.2738868442882191,0.2782712884382768,32
12,0.27322603792132755,0.27762761376120826,33
13,0.27262457622181285,0.27703377636996185,32
14,0.2720478511001124,0.27643740047108045,29
15,0.27143087722315934,0.27577670834281226,32
16,0.27077921133330374,0.2751263041929765,31
17,0.2702231144760594,0.27464426560835403,36
18,0.2697522999156605,0.2741494105078957,36
19,0.26928697204589847,0.27368901989676736,31
20,0.26886272060509886,0.2733042972738093,31
21,0.26852218049945253,0.27301005363464353,32
22,0.2682961733268969,0.27284810889850963,33
23,0.2681740588563861,0.2727455251867121,32
24,0.26809421423709756,0.2726881452040239,33
25,0.26804908313173237,0.2726465888456865,33
26,0.26800901262687915,0.2726043649153276,33
27,0.2679651151714903,0.27255519650199195,32
28,0.26790943885572027,0.2725010867552324,31
29,0.267869760686701,0.2724695097316395,33
30,0.26784110884232953,0.2724430626088923,31
31,0.2678109234896573,0.27241426727988505,31
32,0.2677833631110914,0.2723832104422829,30
33,0.26775594399192115,0.2723571239818226,34
34,0.26772907835064513,0.2723308532888239,34
35,0.26770014560583866,0.27230105356736617,34
36,0.2676699745871804,0.2722597729076039,32
37,0.2676336392489347,0.27222892067649146,33
38,0.26759292024554626,0.2721896518360485,34
39,0.2675631022597804,0.2721616064418446,32
40,0.26753333213112573,0.2721334058588201,32
41,0.2675056758071437,0.2721073141964999,31
42,0.2674827651977539,0.2720813339406794,33
43,0.2674546330769857,0.27205639145591043,31
44,0.267430161447236,0.27203152656555174,34
45,0.2674063628225615,0.2720071892304854,32
46,0.2673837412053888,0.2719811430844394,32
47,0.26735756822065876,0.2719562409140847,32
48,0.26733473089969517,0.2719317418878729,32
49,0.267308611089533,0.27190674088218,32
