epoch #,Training loss (MSE),Validation loss (MSE)
120,0.00019274275900908944,0.0001909541616226885
121,0.00019132921995002438,0.0001904722051536241
122,0.00019044919057297662,0.0001884331531155939
123,0.0001900554461136573,0.0001869443543943238
124,0.00018906724901347787,0.00018760225664168087
125,0.0001898569156288762,0.00018331044205379757
126,0.00018890914437008288,0.00019696024103640493
127,0.00018730343504681844,0.00018476526020094752
128,0.0001876426599143694,0.0001898595423236574
129,0.0001872839610212285,0.00018248928459467027
130,0.0001879660769323395,0.0001861712619376538
131,0.00018758307632489243,0.00018006127036642282
132,0.0001820706471052924,0.00018156692708461462
133,0.00018292467329284232,0.00018037642600988462
134,0.00018331843405030668,0.0001793725966920399
135,0.00018189498417037117,0.00018162142890187997
136,0.0001809918200103284,0.00018038676924664866
137,0.00018112322416290584,0.0001774247049417516
138,0.00017838170432316308,0.00017617876540911806
139,0.00017958622066670973,0.00018493395094992593
140,0.00017800660025695282,0.00017707630937696773
141,0.00017728992062620818,0.00018024956138106062
142,0.00017726182123067592,0.00018675400213396642
143,0.0001771839742732206,0.0001738832660537975
144,0.0001758986267783312,0.0001800426015556282
145,0.00017345528719791523,0.00016935846953525802
146,0.00017160698037707445,0.00016951017729959197
147,0.0001713356749775509,0.00017092119385117918
148,0.00016903290353630754,0.00017535610119177197
149,0.00017108033870516176,0.0001709200120901435
150,0.0001671177526533773,0.00017363068484965797
151,0.00016891458753327078,0.00016778266697656363
152,0.0001664177419928213,0.0001634010252151215
153,0.0001632898198334839,0.00016115146506556565
154,0.00016217960630345976,0.0001600076218363194
155,0.00016265424379415696,0.0001614953294417567
156,0.0001601426384736304,0.00015901488937247036
157,0.00016168747300451453,0.00016039231105506504
158,0.00015769786292080287,0.00015488503625171935
159,0.00015585153977824094,0.00015604736376024613
160,0.0001555579598590901,0.00015510080200990407
161,0.00015634169001978905,0.00015596273000648416
162,0.0001513233822523475,0.00015137173044918613
163,0.000151947791677561,0.00014926479596231895
164,0.00014882311406263122,0.0001464931954846675
165,0.00014653970033925195,0.00014420446029610255
166,0.00014495849065574337,0.0001412370325256647
167,0.0001426924097309397,0.00014243908872065898
168,0.00014286666530692442,0.0001379285474699414
169,0.00014032322213505254,0.00013934218330012465
170,0.00013742389877778336,0.00013416314055741003
171,0.0001367150035203491,0.00013213863601611758
172,0.0001341579917264453,0.00012998415747212923
173,0.00013081372524682207,0.00013756984867293134
174,0.0001293861240917591,0.00012466895059333184
175,0.00012649673463028827,0.0001221762850235047
176,0.00012393609176135877,0.000123036780807359
177,0.00012045081589850738,0.00011732129807404073
178,0.00011877655127142189,0.00011675667763814669
179,0.00011663549225495168,0.00011324822847117585
180,0.00011377285263910325,0.00011514127651356499
181,0.00010875878347415534,0.00010705758489414373
182,0.00010795516261626317,0.00010382706553421237
183,0.00010442666433730417,0.00010165068000787869
184,0.00010141449093741054,9.907398147995329e-05
185,9.898865010913912e-05,0.00010329955227048644
186,9.658218073926754e-05,9.395404143354178e-05
187,9.246433696667241e-05,9.02033816700251e-05
188,9.150516022363621e-05,8.822234430805441e-05
189,8.755103188609197e-05,8.639262601553293e-05
190,8.604336991045398e-05,8.45095300544265e-05
191,8.444460595880324e-05,8.438901017970321e-05
192,8.039676694016e-05,7.931349987550428e-05
193,7.658464830389924e-05,7.541066152043641e-05
194,7.61403384861875e-05,7.601811659035527e-05
195,7.35070869012623e-05,7.413458155166485e-05
196,7.222846873760731e-05,6.945938848234205e-05
197,6.915623468530336e-05,6.800859378100458e-05
198,6.8047164683583e-05,6.786190124826548e-05
199,6.6740399713374e-05,6.398797483019403e-05
200,6.50777693557426e-05,6.27278388260906e-05
201,6.288778302471407e-05,6.13937157653378e-05
202,6.197156071765207e-05,5.999701759058305e-05
203,6.099832654934179e-05,6.027079451913861e-05
204,5.973625583944588e-05,5.8006629485382954e-05
205,5.862235173470143e-05,5.913319785825231e-05
206,5.7763007689958834e-05,5.6070737429598177e-05
207,5.665747775823216e-05,5.5787285749498885e-05
208,5.672825800226719e-05,5.888164638401411e-05
209,5.645831681569248e-05,5.350038107611578e-05
210,5.5736128739557565e-05,5.4988376544894314e-05
211,5.378850111138132e-05,5.3412983086838555e-05
212,5.4371147444753935e-05,5.381797223394229e-05
213,5.3509255147108694e-05,5.328080274259926e-05
214,5.25317962508945e-05,5.2187476047203576e-05
215,5.214371453974198e-05,5.6189491211129776e-05
216,5.235075995865786e-05,5.188429149711737e-05
217,5.153105583105406e-05,5.381852307354248e-05
218,5.1879809247717884e-05,5.029044731848196e-05
219,5.170738802178565e-05,5.31789952484277e-05
220,5.048219459113721e-05,4.934831619142311e-05
221,5.070900649209789e-05,4.949494321408565e-05
222,4.947421057096852e-05,4.91510536101652e-05
223,4.9179696292743425e-05,4.7621354189521466e-05
224,5.000300625882422e-05,5.1423195555716205e-05
225,4.951226802112422e-05,4.731123534425437e-05
226,4.8362091095468986e-05,4.745492403592586e-05
227,4.936740605802642e-05,4.8360893868613694e-05
228,4.926663774566612e-05,4.806515571379516e-05
229,4.811937700882977e-05,4.7819404108767314e-05
230,4.825224929972495e-05,4.765284162534623e-05
231,4.806615061401813e-05,4.710778134970248e-05
232,4.754550544197572e-05,4.73595388658313e-05
233,4.7440120336514983e-05,4.6498165287299677e-05
234,4.6829222921091554e-05,4.670938023164953e-05
235,4.700609527627063e-05,4.555366564421671e-05
236,4.760936250254004e-05,4.5481802135327595e-05
237,4.582803464224774e-05,4.561333728402546e-05
238,4.7224128882534745e-05,4.641953492451152e-05
239,4.641623413507742e-05,4.498923521499488e-05
240,4.6360650681008616e-05,4.534756177235977e-05
241,4.567266064942956e-05,4.74561000026535e-05
242,4.544701137153121e-05,4.505002304127133e-05
243,4.5515427759241765e-05,4.416076543996248e-05
244,4.6642860845719095e-05,4.599295769367018e-05
245,4.483954430862937e-05,4.579964084603654e-05
246,4.474900901285847e-05,4.423282478786529e-05
247,4.4672233682252804e-05,4.391032582465083e-05
248,4.4982992574770115e-05,4.4690553796416766e-05
249,4.450687407480666e-05,4.888463550080567e-05
250,4.453097730363493e-05,4.352225560234563e-05
251,4.397866941254699e-05,4.306685305312964e-05
252,4.4847922785045357e-05,4.405693782411452e-05
253,4.39366180640222e-05,4.3054264173075686e-05
254,4.444562469231614e-05,4.462959072539392e-05
255,4.324778671566905e-05,4.4555559523525354e-05
256,4.321995041038573e-05,4.21272708957655e-05
257,4.369984489026e-05,4.2957024931886486e-05
258,4.30526097171065e-05,4.164646725422988e-05
259,4.2509784340809074e-05,4.3108048372563314e-05
260,4.299411622571025e-05,4.454545452972525e-05
261,4.277421096445654e-05,4.377772650266045e-05
262,4.3621426261255915e-05,4.239275474074847e-05
263,4.194526786776612e-05,4.339721305851443e-05
264,4.193670255093214e-05,4.0882361063268035e-05
265,4.2383970850179055e-05,4.656934184326515e-05
266,4.238999476409376e-05,4.002292876479756e-05
267,4.135918664432018e-05,4.3478423920698166e-05
268,4.154487368897676e-05,4.066098393113035e-05
269,4.0774337074694674e-05,3.9629363959234485e-05
270,4.224803563292054e-05,4.06984349766307e-05
271,4.229492426472434e-05,4.0273765171150445e-05
272,4.0762894670479e-05,4.487149817247304e-05
273,4.1254905928684766e-05,4.0119716309577185e-05
274,4.006851165269671e-05,4.171989858811933e-05
275,4.035090475350223e-05,4.1985493953689e-05
276,4.04136021423972e-05,3.892829280547713e-05
277,3.9767172450383164e-05,3.973085505012105e-05
278,4.070945457858739e-05,3.890975704218198e-05
279,4.002827119036352e-05,3.9768881480003155e-05
280,3.957264625668441e-05,4.093608032979484e-05
281,3.9030801587752207e-05,3.883435839353214e-05
282,4.007018960758366e-05,3.809025527681859e-05
283,3.858967794892096e-05,3.8260119983368154e-05
284,3.926209314015454e-05,3.848599796831629e-05
285,3.894784225937628e-05,3.8210374272735364e-05
286,3.881544554182752e-05,3.905536739197983e-05
287,3.866160815232433e-05,3.843515558731848e-05
288,3.86376841007873e-05,3.729664726217214e-05
289,3.7924046258205746e-05,3.8231094992873045e-05
290,3.7995385658701485e-05,3.777976084992671e-05
291,3.8271158751079136e-05,3.6953482413082385e-05
292,3.854076706832557e-05,3.71432377241118e-05
293,3.8144728614221975e-05,3.694113956126702e-05
294,3.768439156313737e-05,3.639416256026545e-05
295,3.763833151826861e-05,3.711625997973236e-05
296,3.720097951890872e-05,3.6461566193214494e-05
297,3.746552865733534e-05,3.625260555550498e-05
298,3.6968579680736486e-05,3.600162489998514e-05
299,3.673033845773192e-05,3.546242792336588e-05
