epoch #,Training loss (MSE),Validation loss (MSE)
77,2.1489230539020722e-05,2.9678863905056185e-05
78,2.051937316741538e-05,2.034815197687347e-05
79,1.974330381447424e-05,2.073667089652465e-05
80,1.9779343206174636e-05,2.169139908462882e-05
81,1.9223399817570865e-05,2.0200481353534742e-05
82,1.915159571990091e-05,2.0505468975982717e-05
83,1.8538804381883653e-05,1.8577266496851186e-05
84,1.8144800114967002e-05,1.9174919247615076e-05
85,1.8179603767050648e-05,1.8368635743214794e-05
86,1.7793210456373402e-05,1.8761174642138433e-05
87,1.753442024081348e-05,1.9259661763329817e-05
88,1.6803463022229117e-05,1.7248544006792526e-05
89,1.680483086841892e-05,1.7617648421058452e-05
90,1.6668899640302867e-05,1.7885203327073954e-05
91,1.6047763135649675e-05,1.75754215253915e-05
92,1.6372914062456458e-05,1.8808552387020236e-05
93,1.537543130960034e-05,1.6007325770218348e-05
94,1.5858866165161076e-05,1.6718333253540847e-05
95,1.5121527780871657e-05,1.5663042316635594e-05
96,1.4523623971498207e-05,1.5593792446706238e-05
97,1.578231287933796e-05,1.5121205754884042e-05
98,1.4503482122753941e-05,1.5771885735502597e-05
99,1.464378968990758e-05,1.5528941874562892e-05
100,1.331893211662004e-05,1.4392191587830894e-05
101,1.289804310876517e-05,1.4012666318638705e-05
102,1.3244272957153459e-05,1.5712281361460512e-05
103,1.2725503328574421e-05,1.5523623915214557e-05
104,1.2965830007819333e-05,1.465188632336808e-05
105,1.250402765999893e-05,1.2371280223136595e-05
106,1.1686728553180475e-05,1.4344919966175059e-05
107,1.2184960113411008e-05,1.298390361625934e-05
108,1.1599319135317175e-05,1.3672342212758362e-05
109,1.1899706712642382e-05,1.2503537576311257e-05
110,1.0985909990944662e-05,1.2760313980242096e-05
111,1.1213417759748597e-05,1.1817715964097323e-05
112,1.0920596099639124e-05,1.245671895493044e-05
113,1.0952538926972892e-05,1.055990615621044e-05
114,1.0073597649204392e-05,1.0956316767734215e-05
115,9.869877298354883e-06,1.1389860497560179e-05
116,9.910355279422474e-06,1.148607516370248e-05
117,9.935332341828066e-06,1.2149363257861317e-05
118,1.0214665435482893e-05,9.529508222544262e-06
119,9.397192091335653e-06,9.98133990262516e-06
120,9.231843300097867e-06,9.835376066655235e-06
121,9.170492254876687e-06,1.0796375368785406e-05
122,8.677767875424744e-06,9.338130077890656e-06
123,8.870300278135273e-06,9.932697302310559e-06
124,8.667821128100929e-06,8.87481362867199e-06
125,8.902619125830485e-06,8.73943922352885e-06
126,8.092431365135541e-06,8.985848902273913e-06
127,8.649001193948924e-06,8.736183955862057e-06
128,8.014923649932105e-06,1.0065991502711386e-05
129,8.099338902661834e-06,8.148152952598202e-06
130,8.320900681349647e-06,1.2183759124952282e-05
131,8.177663788984326e-06,9.673094237494e-06
132,7.700613371899501e-06,9.134476969721131e-06
133,7.338878966165371e-06,8.224655000027947e-06
134,7.920671657845468e-06,8.05886463853693e-06
135,7.220702427589423e-06,7.308696529985037e-06
136,7.0807128247187665e-06,7.688952766414353e-06
137,7.014973618438947e-06,7.99254674474955e-06
138,7.111532237851594e-06,8.61026629261391e-06
139,6.939694703196296e-06,7.580135335829678e-06
140,6.904084047298317e-06,7.010661228864486e-06
141,6.776713597400533e-06,7.267135039677838e-06
142,6.7515317527448685e-06,6.793813808207931e-06
143,6.568702805410328e-06,7.573964748464573e-06
144,6.576339731601161e-06,6.982641683185479e-06
145,6.953159640414564e-06,6.75029927743856e-06
146,6.142984792429281e-06,6.5123707700390806e-06
147,6.435027184787652e-06,6.750723522875274e-06
148,6.590151954083541e-06,6.979056863286154e-06
149,6.2418669691650455e-06,6.418251765818812e-06
150,5.9135308621862775e-06,6.163520496091562e-06
151,5.848373249566856e-06,6.066690372769466e-06
152,6.021166843995105e-06,6.021563788022451e-06
153,5.95814372625386e-06,6.267978834901357e-06
154,5.917359870132474e-06,6.3075935105548844e-06
155,5.830406649876341e-06,5.775698599431645e-06
156,5.630864636132597e-06,6.281602072492607e-06
157,5.717278963152063e-06,5.7986970458905275e-06
158,5.439843428667495e-06,5.646934900945526e-06
159,5.532109196425972e-06,6.563991098309363e-06
160,5.698425188746805e-06,5.745414078816349e-06
161,5.242746305890434e-06,5.75640795982191e-06
162,5.371544007492809e-06,6.282844208536242e-06
163,5.034674036288598e-06,5.344552269085651e-06
164,5.045511262824573e-06,5.322326388670982e-06
165,5.0575309121417685e-06,5.24961178704215e-06
166,5.019290024357579e-06,5.075572126707113e-06
167,4.894546461661613e-06,4.7954647365005195e-06
168,4.723988665720627e-06,5.091127232569919e-06
169,4.47691102410261e-06,6.02351870881204e-06
170,4.5837438600467225e-06,5.655943238157623e-06
171,4.472910165722444e-06,5.295599893818076e-06
172,4.700878121219612e-06,4.551931022243205e-06
173,4.237730134743407e-06,4.324257457314118e-06
174,4.004601394683064e-06,4.0882219319999335e-06
175,4.091675338727785e-06,4.101546161046128e-06
176,3.9060469846795726e-06,4.783672353517241e-06
177,3.842564663415921e-06,4.283549620849107e-06
178,3.7586546921008355e-06,3.93052830373182e-06
179,3.5317631496694985e-06,3.5867229461325415e-06
180,3.6210449160739524e-06,3.497372985251321e-06
181,3.5307907359127467e-06,4.311072625780578e-06
182,3.2453100270369e-06,3.851191761071298e-06
183,3.406857717362622e-06,3.4805648664227783e-06
184,3.249517865612667e-06,3.164350199725494e-06
185,3.124333859661363e-06,3.1235008458848867e-06
186,3.1243438478872855e-06,3.2829362189024618e-06
187,3.1111005094056214e-06,2.9647064693986173e-06
188,2.8601789272074676e-06,3.1274026759790506e-06
189,2.690456741861841e-06,2.7795493314294806e-06
190,2.7407544674260438e-06,2.6072135718751206e-06
191,2.6293471255344195e-06,2.9303176429599517e-06
192,2.684693615173478e-06,2.8306875259828346e-06
193,2.629949591393188e-06,2.4140073053278558e-06
194,2.3630910992190104e-06,2.608425131975944e-06
195,2.498192866228202e-06,2.9758807328149954e-06
196,2.4765779288327042e-06,2.917877403634457e-06
197,2.3912914822324446e-06,2.317181834705691e-06
198,2.3664213725260904e-06,2.2113051055955934e-06
199,2.1927468120945075e-06,2.1988276584188288e-06
200,2.270847141707511e-06,2.173967738578307e-06
201,2.1402520522583084e-06,2.560102707638032e-06
202,2.209577838556463e-06,2.5919859094862002e-06
203,2.1724285633276604e-06,2.0903780338368624e-06
204,2.120449667828755e-06,2.106078411913565e-06
205,2.0502887544127534e-06,2.054798517028123e-06
206,2.079304723451088e-06,2.2708955437464768e-06
207,1.969449535087994e-06,2.185411012549086e-06
208,2.0794254451245725e-06,1.922957731462808e-06
209,1.9474579583106258e-06,2.0829191704928405e-06
210,2.0355055661385385e-06,2.209888084825104e-06
211,2.03254420996878e-06,1.924110722484329e-06
212,2.0530273695135118e-06,1.9731434973479293e-06
213,1.9601130877917473e-06,1.8389342077953612e-06
214,1.8704245921840047e-06,1.8978985653924357e-06
215,1.8569998882969598e-06,2.433640948702516e-06
216,1.8264411042665846e-06,1.8600303583086717e-06
217,1.797952081476471e-06,2.2772924356019736e-06
218,2.0161171725929363e-06,1.8622023712533668e-06
219,1.764388176779057e-06,1.7311051367361744e-06
220,1.9460095612067357e-06,1.929941997205301e-06
221,1.7977425427101155e-06,1.7646223108555247e-06
222,1.7249331872441217e-06,1.7541798300488492e-06
223,1.740109652484196e-06,2.3508667672378876e-06
224,1.860341458903053e-06,1.7424409163648434e-06
225,1.7163196941136581e-06,1.7271751474698588e-06
226,1.762472258858963e-06,1.7818988538259196e-06
227,1.7401490965291255e-06,1.7748951968103432e-06
228,1.6461494680711898e-06,2.0423974285412715e-06
229,1.8362504426279834e-06,1.7512568468001243e-06
230,1.678945213190969e-06,1.8411843595543381e-06
231,1.7039062660221888e-06,1.801500479285646e-06
232,1.7928544225434272e-06,2.050957970220415e-06
233,1.6495323062943413e-06,1.7108513131545828e-06
234,1.7383105355398837e-06,1.5794529507581691e-06
235,1.6019899864074059e-06,1.8581369748824007e-06
236,1.659639607281889e-06,1.6506648836544036e-06
237,1.6900336811167383e-06,1.6878488464118523e-06
238,1.5702263554399102e-06,1.5612425952070246e-06
239,1.5074101304699704e-06,1.5730842564110834e-06
240,1.531111629376465e-06,1.5147896631386303e-06
241,1.5424095653888657e-06,1.9051158761972464e-06
242,1.555514509622186e-06,1.6863632899278242e-06
243,1.5319997844418922e-06,1.9149269138684165e-06
244,1.5604471754645496e-06,1.4927265352145146e-06
245,1.5690635581795363e-06,2.1637533558701805e-06
246,1.506063192787823e-06,1.4410688610824278e-06
247,1.4588435328909144e-06,1.7284357877648544e-06
248,1.4721797688535004e-06,1.628481701372102e-06
249,1.5345074146797171e-06,1.4657348745374272e-06
250,1.4888913284273941e-06,1.6186045653803165e-06
251,1.533256304426249e-06,1.9192548559785367e-06
252,1.5235824922322276e-06,1.4639594012827052e-06
253,1.421776062656587e-06,1.3853131481799972e-06
254,1.4150030931555793e-06,1.3461545825330812e-06
255,1.3686538515910853e-06,1.4194705251378934e-06
256,1.3834164195405585e-06,1.3355014336707956e-06
257,1.4351939608441312e-06,1.3777768450635513e-06
258,1.433414509078865e-06,1.3634246093969586e-06
259,1.468002131318368e-06,1.4786033785259311e-06
260,1.3560946307938872e-06,1.5130488934520928e-06
261,1.353042140611131e-06,1.4164788694870368e-06
262,1.3288466205746892e-06,1.6068654616013423e-06
263,1.3300038387195989e-06,1.3035433785579551e-06
264,1.3314334117507836e-06,1.409999498888325e-06
265,1.4551184773689917e-06,1.4105180261415013e-06
266,1.3415144850967393e-06,1.4951059126868257e-06
267,1.335685621329891e-06,1.2717106110992677e-06
268,1.3213817202833257e-06,1.2996814580959793e-06
269,1.3028696329026508e-06,1.234789349805502e-06
270,1.2736756595353823e-06,1.2372919098747525e-06
271,1.2489353915663897e-06,1.1739735941244912e-06
272,1.2944488992425884e-06,1.2912468407172805e-06
273,1.2754182607256883e-06,1.3191095818424506e-06
274,1.2995474793034057e-06,1.190940120491283e-06
275,1.2546393130579354e-06,1.2249227565493933e-06
276,1.237079557843875e-06,1.2619641137102599e-06
277,1.27366892522064e-06,1.2704140510513118e-06
278,1.2513468565758072e-06,1.1774907748499679e-06
279,1.1455946572076113e-06,1.362870822038869e-06
280,1.198654608161146e-06,1.2329526165304679e-06
281,1.192486994015301e-06,1.181992024348167e-06
282,1.1513969245997448e-06,1.323392666034674e-06
283,1.1533573732135276e-06,1.282874171032068e-06
284,1.1810195826544167e-06,1.3010268667342242e-06
285,1.1986933472595522e-06,1.1805979839177885e-06
286,1.2092039969854884e-06,1.2531920180113365e-06
287,1.2164174578604495e-06,1.2860992609243704e-06
288,1.164503089953083e-06,1.148404160149703e-06
289,1.1465217879987002e-06,1.203032110594037e-06
290,1.1621600861879188e-06,1.100113568522935e-06
291,1.0814233309592822e-06,1.0641071920089904e-06
292,1.1778974445659578e-06,1.1052771612391319e-06
293,1.1801725511145906e-06,1.184324851026251e-06
294,1.0563925855407885e-06,1.0794518772833493e-06
295,1.128402951233215e-06,1.0963052762574163e-06
296,1.1190039911582075e-06,1.1570656310204656e-06
297,1.0767068255687306e-06,1.1562307014004504e-06
298,1.1601455402652468e-06,1.3367757867135244e-06
299,1.1306187055853053e-06,1.0364631169406578e-06
300,1.0989034741010249e-06,1.0893924010900286e-06
301,1.0659965280075796e-06,1.0307998557669466e-06
302,1.0596031958720437e-06,1.0238610962217134e-06
303,1.1274914089345524e-06,1.26974669953153e-06
304,1.0422965517115467e-06,1.1039383152396916e-06
305,1.002152803513416e-06,1.037920388139461e-06
306,1.0275293239236668e-06,1.0808624752762838e-06
307,1.0522167274249895e-06,1.271422728001029e-06
308,1.1039446682188163e-06,1.1070524139942664e-06
309,1.0333052023094024e-06,1.000411192191762e-06
310,1.0144961609427788e-06,9.859478080765849e-07
311,1.0311144538619803e-06,1.0225775186818494e-06
312,1.01107459296293e-06,1.0333439042612956e-06
313,1.023587641922027e-06,9.931460163200024e-07
314,1.0393259806507502e-06,1.4539593312186954e-06
315,1.0479776225012276e-06,1.0025322969636893e-06
316,1.0067960662028303e-06,9.387675570610025e-07
317,9.776475530293107e-07,1.1446952897998462e-06
318,1.0149622480710168e-06,1.0383853358435708e-06
319,9.696368653199305e-07,9.848285709415713e-07
320,9.831328164837877e-07,1.0350126362831107e-06
321,9.59184257395506e-07,9.508106044513413e-07
322,9.967615750251435e-07,1.5419440022776334e-06
323,1.020886209996326e-06,9.923412769007141e-07
324,9.862892599721112e-07,9.050551612258566e-07
325,1.0003893298603508e-06,1.0632871913214838e-06
326,9.954536718509217e-07,1.0300958058715603e-06
327,9.54183210330322e-07,9.689868486634094e-07
328,9.495352031102135e-07,9.693638365967863e-07
329,9.516494098231002e-07,9.30450786136346e-07
330,9.68991158980887e-07,8.992746415970033e-07
331,9.211355109425856e-07,1.056084798344886e-06
332,9.437446538346518e-07,9.08859509615658e-07
333,9.321313029005076e-07,9.512971455161426e-07
334,9.486356635858637e-07,1.222438638468131e-06
335,1.0040172334578698e-06,1.0573421262548902e-06
336,1.0046678604981413e-06,8.995394491754523e-07
337,9.114100163596183e-07,8.871641845215954e-07
338,9.425088245903722e-07,9.734838021210825e-07
339,9.231553153662135e-07,1.0435059956508604e-06
340,9.642172011977933e-07,8.581337354815671e-07
341,9.108114846823401e-07,9.268522310163081e-07
342,9.126342047767498e-07,9.58963406171892e-07
343,8.847155302561965e-07,9.170172001346187e-07
344,8.961687668953916e-07,9.254511549570029e-07
345,9.407582217855358e-07,1.070472044005349e-06
346,9.979739560066257e-07,9.469916287957329e-07
347,8.97107463427438e-07,9.664745102041748e-07
348,9.050240623235917e-07,9.379795338370672e-07
349,8.789630012962129e-07,9.010523111227972e-07
350,8.849920064225331e-07,8.651179115965301e-07
351,9.257186068560456e-07,8.748716984269396e-07
352,8.6114625998188e-07,9.477628044234819e-07
353,9.185526216045169e-07,9.117680136558531e-07
354,8.848194446085994e-07,9.700554195406702e-07
355,9.390778270364338e-07,8.105859187919631e-07
356,8.7158236815659e-07,9.750916835273951e-07
357,8.883879860068966e-07,9.637164231038655e-07
358,9.06417188676543e-07,8.649634960526126e-07
359,8.807155856890697e-07,8.527447283371615e-07
360,8.65877329449508e-07,8.605205686953288e-07
361,8.801932423477072e-07,8.203636011415277e-07
362,8.427019904132087e-07,8.300303021357205e-07
363,9.672835983653294e-07,8.148998131747608e-07
364,8.589895699078061e-07,8.047659675444159e-07
365,8.226577596212528e-07,8.356483037861709e-07
366,8.399642211777748e-07,1.079723234545591e-06
367,9.10476490639843e-07,8.970550569238396e-07
368,8.368163987650532e-07,8.49915532102767e-07
369,8.555598471446487e-07,8.241432024184432e-07
370,8.765617745356317e-07,1.2639654644687632e-06
371,9.461161358882772e-07,9.46532712310558e-07
372,8.444113338851441e-07,1.0028482394276114e-06
373,8.194823569579586e-07,8.021748253350928e-07
374,8.02105403128608e-07,7.874147214817302e-07
375,8.141377786737994e-07,1.152933163645452e-06
376,8.231235107123494e-07,8.017572490855453e-07
377,8.429859587184098e-07,9.685317591944578e-07
378,8.309464251326499e-07,8.69599003360849e-07
379,8.006313425871068e-07,7.629682682437665e-07
380,8.139383095648688e-07,1.0481263125468611e-06
381,8.379846225890183e-07,8.935202836890016e-07
382,8.160768100974247e-07,7.674374884583474e-07
383,8.404931971326309e-07,8.724155773157944e-07
384,7.860680890795872e-07,7.758719628031412e-07
385,8.112361431693186e-07,8.350527574018701e-07
386,8.455404391258011e-07,8.416416557507588e-07
387,8.033314654397166e-07,8.093460369203713e-07
388,8.0425018657747e-07,9.322430891410646e-07
389,7.91238032131029e-07,8.232985537635487e-07
390,7.920307493875516e-07,1.0041705864264365e-06
391,8.002720326044784e-07,9.124302030000382e-07
392,8.205479677472308e-07,8.14312605587813e-07
393,8.428773413442279e-07,8.734785898320487e-07
394,7.618458184421001e-07,7.771298082526448e-07
395,7.738096008134287e-07,7.437368634423048e-07
396,8.107573447950715e-07,8.808304787529524e-07
397,8.229479766485792e-07,7.979280352692301e-07
398,7.664338231152638e-07,7.665328963031603e-07
399,7.720766166483006e-07,9.479196462560267e-07
400,8.094707881312832e-07,8.12247073850432e-07
401,8.014512655445429e-07,8.40165514123222e-07
402,7.607794519438096e-07,7.305821486096288e-07
403,7.500099105851941e-07,8.056661420405996e-07
404,7.488651788683688e-07,7.23348524801157e-07
405,7.380592860993271e-07,7.746358109173788e-07
406,8.038360531002603e-07,7.657405654056273e-07
407,7.705048640377225e-07,8.228242090491369e-07
408,8.242805436975334e-07,7.315239549613981e-07
409,7.695071483498776e-07,8.147347137119775e-07
410,7.590533493575369e-07,8.28969197178848e-07
411,7.540694246757951e-07,7.151519570851274e-07
412,7.427158778213649e-07,6.972520845180085e-07
413,7.473911339257593e-07,7.386996331174593e-07
414,7.535309348952083e-07,7.743175639155006e-07
415,7.319538375026762e-07,7.606875597101079e-07
416,7.431378816004009e-07,7.22149173344765e-07
417,7.828807356382859e-07,7.708073548370564e-07
418,7.609164302181832e-07,7.233244275539619e-07
419,7.70733140686297e-07,7.162629712247297e-07
420,7.585807188908182e-07,7.93964689227175e-07
421,7.65959960027649e-07,7.041128845040201e-07
422,7.368825990393929e-07,7.824207002190527e-07
423,7.473876506139291e-07,6.728881864313904e-07
424,7.281310667336626e-07,7.692404937568976e-07
425,7.362272066699049e-07,8.168589337676463e-07
426,7.550680008584334e-07,8.247960784311269e-07
427,7.431471108565199e-07,7.035225804048782e-07
428,6.907128926984516e-07,7.728185486284082e-07
429,7.051796189422697e-07,7.320650902963894e-07
430,7.137785035784738e-07,7.361805411312881e-07
431,6.954428704199201e-07,7.525026635342985e-07
432,7.222604491402336e-07,6.657983680122206e-07
433,7.018156909823098e-07,6.72509983767372e-07
434,7.004531906296302e-07,6.360628379636267e-07
435,7.24489901874976e-07,7.071842155921839e-07
436,7.280834879107828e-07,8.748356575842779e-07
437,7.226279008630295e-07,7.476402822439288e-07
438,6.830884376893298e-07,7.375401505775043e-07
439,7.086156354616409e-07,6.896220114402578e-07
440,7.271857130881683e-07,7.622320766998644e-07
441,6.751022262713998e-07,6.507289360215932e-07
442,7.295521609299867e-07,7.15961167305406e-07
443,6.695310038023393e-07,6.737304261150712e-07
444,7.011246598161707e-07,6.72113437467699e-07
445,6.842091141525864e-07,6.966737513784907e-07
446,6.991158389511359e-07,7.421795018227957e-07
447,7.751538880940587e-07,7.67550480748807e-07
448,6.981938514759666e-07,7.273527448306109e-07
449,7.404545691533995e-07,7.144740398279134e-07
450,6.513243910157771e-07,6.24552149813183e-07
451,6.543785587403596e-07,6.566336649981632e-07
452,6.965882706858546e-07,6.723638704030702e-07
453,6.86533715896414e-07,6.633145522586304e-07
454,6.607519564617418e-07,6.950653255972971e-07
455,6.940134050827785e-07,6.552896381837727e-07
456,6.884080659868818e-07,7.212740067802241e-07
457,6.879747309349748e-07,6.197549862992123e-07
458,6.937540131398835e-07,7.310547129352842e-07
459,7.104619082961707e-07,7.310629462418272e-07
460,6.679376216980441e-07,8.981075274975812e-07
461,6.974008295122802e-07,6.186612936712769e-07
462,6.851169610121177e-07,8.231433507399891e-07
463,7.116124041119271e-07,7.195902903044213e-07
464,6.639217278370074e-07,6.213924930413013e-07
465,6.248966860590555e-07,6.553445337240826e-07
466,6.388057242524395e-07,7.723485276491648e-07
467,6.595408206155207e-07,7.017955399903236e-07
468,6.150530271395471e-07,7.019425623205512e-07
469,7.052242428767914e-07,7.553293716132747e-07
470,6.445893268215697e-07,8.493235211147315e-07
471,6.682281940187707e-07,6.401866143764786e-07
472,6.101977077406452e-07,6.104931140874024e-07
473,6.161098545189886e-07,6.099403549342241e-07
474,6.897034175613784e-07,7.151386588977699e-07
475,6.485766388421805e-07,5.960377093340994e-07
476,6.510630693489735e-07,6.096699788158307e-07
477,6.431250306134241e-07,5.934467335570188e-07
478,6.166619711212104e-07,6.869606136734906e-07
479,6.402748094084624e-07,8.11400208698784e-07
480,7.006716256994899e-07,5.758001865943211e-07
481,6.763338431539538e-07,5.910069865231615e-07
482,6.157842867897959e-07,6.067667190437046e-07
483,6.532868208209983e-07,6.41596860865574e-07
484,5.894106466663049e-07,8.025010559290528e-07
485,6.664120404849207e-07,6.588238566004039e-07
486,6.268724482017501e-07,6.209116353930281e-07
487,6.348646209079907e-07,6.446842063311589e-07
488,6.265756881003308e-07,5.902931812395468e-07
489,6.054656078648727e-07,6.511140267860376e-07
490,6.353749787483894e-07,6.226733465916559e-07
491,6.22004319468893e-07,6.32348015579039e-07
492,5.748464863520281e-07,5.827961512411919e-07
493,6.196014428390955e-07,8.544405104895875e-07
494,6.46493684817242e-07,6.80975523172767e-07
495,6.298582976278551e-07,6.596517328774965e-07
496,6.018660502736883e-07,5.945634646243276e-07
497,5.945245908863349e-07,6.500576416836465e-07
498,6.765627973408293e-07,6.128087041223659e-07
499,6.204702534281144e-07,6.427063672004425e-07
