epoch #,Training loss,Validation loss,epoch_time (seconds)
0,0.00036656960915978546,0.000734950610350878,285
1,0.00011983171727213009,0.0007114080084131174,287
2,0.00011098936953292251,0.0006358060478284432,298
3,8.772775383876273e-05,0.00046403527064459133,273
4,5.060086198926267e-05,0.0002854784922170897,263
5,3.0311665326646507e-05,0.00022789456886284834,271
6,2.047221367453259e-05,0.00019906970579327733,277
7,1.53832585162557e-05,0.0001734593552542487,268
8,1.0965307428261617e-05,0.00016044692336785713,265
9,9.077115876319046e-06,0.00015560165474925604,271
10,7.834321291827619e-06,0.00014357213286148891,270
11,6.7847432529095205e-06,0.00013821710273301542,271
12,6.388968443987812e-06,0.00014071398470017103,270
13,5.091987767206397e-06,0.00013417890333802143,267
14,5.227548179657499e-06,0.00012576852150462793,267
15,4.429622122632104e-06,0.00012133040541733327,268
16,4.480666109485333e-06,0.00012046407722944734,274
17,3.3078454313309943e-06,0.00011861885300752605,272
18,3.5011452702037342e-06,0.00011377558601293195,271
19,3.1115710027467972e-06,0.00011544081267528654,272
20,2.767514228386373e-06,0.00011712175638977305,270
21,2.9427434554502437e-06,0.00011311116360511762,270
22,2.451828100763633e-06,0.00011399310519803398,259
23,2.655485621999549e-06,0.00011509468734627349,263
24,2.7106580076112397e-06,0.00011667254226887623,269
25,2.1674606188487195e-06,0.00012046745854779316,271
26,2.3176173364135603e-06,0.00011738525119748385,268
27,2.5427639378371743e-06,0.00011640358440836799,269
28,2.0291139246803986e-06,0.0001221207305536813,273
29,2.0622407590985303e-06,0.00012062833642390143,275
30,2.1054530607881777e-06,0.00011885703908948134,272
31,2.4356973894677273e-06,0.00011541925987321011,273
32,1.6066698633106327e-06,0.00011971917347772814,272
33,2.01508294306156e-06,0.0001315240255539341,264
34,2.116154999817454e-06,0.00012140479095067151,269
35,1.7537505835029949e-06,0.00012330472404736503,270
36,2.2040740405805636e-06,0.00012245494006234798,268
37,1.839210689268373e-06,0.00012448416763641827,263
38,1.924816699944885e-06,0.00012569173207667165,270
39,1.5324443765854173e-06,0.00012194240054352656,275
40,1.77082002875711e-06,0.00012457794638410664,275
41,1.9416308324008886e-06,0.00012903222891211635,273
42,1.843220947105182e-06,0.00012106202253791088,275
43,1.5014462485119221e-06,0.00012480703590918098,272
44,1.7196630722360057e-06,0.00012675847961803784,274
45,1.846083482078251e-06,0.00012580247350211593,276
46,1.4729061057905932e-06,0.0001241845022774798,274
47,1.8213406943553907e-06,0.000126965753579781,271
48,1.4445823814928256e-06,0.0001242581166912453,264
49,2.0152388684969417e-06,0.00012674789886160304,270
50,1.3424823478311647e-06,0.00012796572391363516,274
51,1.7510423406459201e-06,0.00012400363632118324,271
52,1.2736836569962268e-06,0.00012354286550117402,265
53,1.8658054560413493e-06,0.0001269995989977194,263
54,1.3829762267006316e-06,0.0001236187951575939,270
55,1.6466544280863274e-06,0.00012253377020481608,272
56,1.1415906542757378e-06,0.00012378353071274334,273
57,1.6033148640195666e-06,0.00012869478636971552,273
58,1.547100950031053e-06,0.0001237168613532235,272
59,1.5063414014925577e-06,0.0001356209169938024,274
60,1.228066910521082e-06,0.00012528536473557493,270
61,1.6889821278332753e-06,0.00012307112561335,270
62,1.0687168128797344e-06,0.00012663490803439006,274
63,1.8611958714201337e-06,0.0001189279779991287,274
64,9.27484097701381e-07,0.00012204302030879863,271
65,1.4422202432952628e-06,0.00011885856661776613,268
66,1.5717787877425819e-06,0.00012995694035029663,271
67,1.0251247195123054e-06,0.00011996613836797551,272
68,1.3692036905900395e-06,0.00012823325880353522,270
69,1.538031674887706e-06,0.00012561387117355946,271
70,1.041209398397591e-06,0.00011715338461041065,267
71,1.2732221004137877e-06,0.00012645765716731033,266
72,1.103175092250639e-06,0.00012006783100878045,276
73,1.428829308313253e-06,0.00012189169585735582,269
74,9.700355548841068e-07,0.00012010329044055474,269
75,1.4106566643421524e-06,0.00011695383378103273,282
76,9.610003677962816e-07,0.00012296284279950654,275
77,1.1981545953969499e-06,0.00012056992952290325,265
78,1.1623736252370623e-06,0.00012001612383147445,269
79,9.842462656606807e-07,0.00012013089804442264,265
80,1.1553468806507625e-06,0.00011833032591410996,263
81,1.1494622823392557e-06,,155
