epoch #,Training loss,Validation loss,epoch_time (seconds)
0,0.008905830172200998,0.0038162972143680747,270
1,0.004037052470569809,0.001357641410512887,257
2,0.0019468720226238172,0.0010121435314242506,233
3,0.0017787198691318433,0.0015394458368083988,237
4,0.002264255735402306,0.001778882255510509,229
5,0.0023996044571201005,0.0015308559850737986,228
6,0.0021035780664533377,0.0011213690397760372,230
7,0.0017055707285180688,0.0008305199582696449,208
8,0.0014501118178789814,0.0007414598956573573,217
9,0.0013916784664615989,0.0007913852438604364,212
10,0.0014524675983314712,0.0008700515617435698,212
11,0.0015252764569595456,0.0009004006073062977,243
12,0.0015425212914124131,0.0008667599725378999,243
13,0.0014983703925584753,0.000798834794985608,221
14,0.0014255882318442066,0.0007369893512584036,232
15,0.0013655894823993246,0.000706464512364817,236
16,0.0013376022689044476,0.0007075247486348819,234
17,0.0013401618925854564,0.000722046607482179,235
18,0.0013545081407452624,0.0007299648997292329,214
19,0.0013615973681832354,0.0007222676141762089,204
20,0.0013541706139221787,0.0007033817264150882,217
21,0.0013370042433962226,0.0006845519534417597,228
22,0.00132186869935443,0.0006741880421111604,235
23,0.0013141432233775656,0.0006735370361499279,219
24,0.001314549435240527,0.0006772736002854624,232
25,0.0013165820855647326,0.0006792291997751663,222
26,0.0013158589135855436,0.0006775883769727748,239
27,0.0013109114952385426,0.0006739356454245357,228
28,0.0013043061286831896,0.0006711572453762007,234
29,0.0012993114069104195,0.0006708451091193342,232
30,0.0012970974979301293,0.0006718052656531401,219
31,0.0012964706402271986,0.0006717638271530239,226
32,0.0012953229403744142,0.0006697547101111181,240
33,0.0012925451543803017,0.0006664477870162489,223
34,0.0012889389957611759,0.0006629571927448172,227
35,0.0012855168121556442,0.0006605898505008446,229
36,0.001283068520327409,0.0006591052208805017,227
37,0.0012812862017502387,0.0006574675527530426,225
38,0.0012791611952707171,0.000655241388527496,207
39,0.0012763328074167173,0.0006528024479393723,208
40,0.0012732084918146331,0.0006507361643593263,211
41,0.0012702754077812035,0.0006493274442117156,239
42,0.0012676734865332644,0.0006480182021088303,324
43,0.0012650435091927648,0.0006466896578155629,337
44,0.0012622159362460177,0.000645242935832723,365
45,0.0012592177372425795,0.0006436963533615767,311
46,0.0012561907448495428,0.0006422237517904494,240
47,0.001253181175949673,0.0006404005251836785,231
48,0.0012500981489817302,0.0006379533548198807,224
49,0.001246750820428133,0.0006350345585712015,225
50,0.001243465153189997,0.0006321371175597313,218
51,0.0012400387786328793,0.000629421454715175,230
52,0.0012364058444897335,0.0006270845077146634,219
53,0.0012325687954823177,0.0006251494153911893,214
54,0.0012285836273804307,0.0006237377165404092,218
55,0.001224480220116675,0.0006220413715934097,225
56,0.0012202172850569089,0.0006201279527311655,224
57,0.001215846821044882,0.0006175080255542274,222
58,0.0012113137636333704,0.0006144686380517181,218
59,0.0012066453928127885,0.0006107954052474821,215
60,0.0012018493143841624,0.0006071183457029862,233
61,0.001196758821606636,0.0006040092752326816,225
